Student ID,Study Hours per Week,Attendance Rate,Previous Grades,Passed
S34030,4.00,71.70,74.80,Yes
S34031,1.50,89.30,73.40,No
S34032,9.20,80.40,55.30,Yes
S34033,15.30,86.00,97.00,No
S34034,8.10,112.70,31.10,No
S34035,11.70,,51.20,No
S34036,14.90,80.10,72.60,No
S34037,1.90,75.60,87.80,Yes
S34038,19.20,90.80,69.90,Yes
S34039,,66.00,60.20,No
S34040,12.60,63.70,82.70,No
S34041,14.60,73.70,57.60,Yes
S34042,14.90,84.50,52.80,Yes
S34043,11.50,,77.10,No
S34044,17.10,21.90,86.80,No
S34045,7.70,56.00,41.40,Yes
S34046,12.30,103.30,89.80,No
S34047,16.60,105.90,78.60,Yes
S34048,-3.50,65.10,77.30,Yes
S34049,12.20,110.90,77.90,No
S34050,13.60,68.50,74.80,Yes
S34051,1.50,44.30,71.80,Yes
S34052,11.40,68.90,61.30,Yes
S34053,6.00,89.50,46.10,Yes
S34054,12.00,63.70,51.40,Yes
S34055,9.50,87.10,69.10,Yes
S34056,5.30,80.30,66.40,Yes
S34057,15.50,69.30,53.50,Yes
S34058,7.90,90.50,56.00,No
S34059,11.30,99.60,64.30,No
S34060,,78.60,55.30,No
S34061,5.40,86.80,53.80,nan
S34062,10.00,45.90,77.20,Yes
S34063,7.50,102.80,49.60,Yes
S34064,8.60,64.30,64.50,No
S34065,20.80,57.80,72.50,No
S34066,12.30,92.70,66.30,No
S34067,11.60,67.30,59.40,Yes
S34068,,61.10,88.80,Yes
S34069,12.20,69.10,78.10,No
S34070,0.90,50.70,92.80,No
S34071,21.50,60.90,57.80,No
S34072,2.70,95.40,67.60,No
S34073,18.70,98.30,80.20,No
S34074,13.10,76.30,94.30,No
S34075,10.90,,80.40,Yes
S34076,8.50,83.30,59.30,Yes
S34077,23.00,37.10,65.60,No
S34078,13.00,98.40,64.90,No
S34079,10.10,73.60,66.90,No
S34080,7.30,54.30,60.70,Yes
S34081,6.70,,67.60,Yes
S34082,10.30,75.90,20.10,Yes
S34083,5.30,66.50,,No
S34084,13.40,116.00,76.00,Yes
S34085,6.80,64.50,95.50,nan
S34086,15.00,90.00,68.60,Yes
S34087,14.90,88.90,59.20,Yes
S34088,9.70,58.10,47.60,Yes
S34089,12.90,72.20,53.60,Yes
S34090,13.20,70.00,,No
S34091,2.70,39.70,69.70,No
S34092,18.70,35.70,54.10,nan
S34093,8.70,31.50,64.60,No
S34094,13.50,66.00,73.00,No
S34095,13.60,55.10,79.50,No
S34096,-2.40,56.40,68.20,nan
S34097,6.70,66.60,58.50,Yes
S34098,14.20,75.10,43.30,No
S34099,,68.70,60.40,No
S34100,13.40,60.90,77.40,Yes
S34101,10.50,113.60,68.20,Yes
S34102,16.10,71.00,72.30,Yes
S34103,10.60,95.00,77.10,Yes
S34104,17.10,50.30,83.80,No
S34105,5.10,101.70,73.90,No
S34106,9.40,64.00,,No
S34107,7.00,131.00,26.70,No
S34108,11.90,48.80,73.60,No
S34109,8.60,53.70,93.00,Yes
S34110,8.90,71.20,44.40,No
S34111,6.50,67.90,80.70,No
S34112,7.70,51.50,82.00,Yes
S34113,9.90,104.50,69.60,Yes
S34114,-0.10,102.40,42.30,Yes
S34115,-1.50,68.20,43.70,No
S34116,10.30,95.20,67.60,Yes
S34117,-3.80,103.40,88.10,No
S34118,9.00,74.80,40.00,No
S34119,8.10,61.60,60.70,Yes
S34120,12.70,100.60,76.10,nan
S34121,6.60,97.50,59.20,Yes
S34122,17.80,49.90,61.50,Yes
S34123,14.20,103.30,86.90,No
S34124,2.40,54.60,,No
S34125,8.60,82.60,72.20,Yes
S34126,17.60,58.70,46.50,No
S34127,6.50,78.30,55.40,nan
S34128,9.70,77.30,67.20,nan
S34129,17.00,119.60,64.70,No
S34130,7.30,42.60,69.80,nan
S34131,15.60,59.60,86.70,No
S34132,5.50,65.70,65.10,Yes
S34133,-4.40,81.60,72.70,Yes
S34134,16.10,68.80,17.00,Yes
S34135,12.20,31.00,57.30,No
S34136,12.50,89.70,73.60,No
S34137,4.50,101.70,55.90,Yes
S34138,4.90,,50.70,Yes
S34139,15.80,65.90,97.50,Yes
S34140,11.20,79.10,75.70,No
S34141,9.40,50.70,56.80,Yes
S34142,,96.20,81.90,No
S34143,17.50,85.00,58.80,Yes
S34144,13.60,64.30,44.50,No
S34145,7.60,76.60,56.80,Yes
S34146,3.00,,53.30,Yes
S34147,12.90,98.30,55.50,Yes
S34148,5.40,73.50,48.60,Yes
S34149,4.10,117.90,64.70,No
S34150,16.60,102.40,75.40,Yes
S34151,14.40,85.60,62.00,No
S34152,11.90,67.10,61.50,Yes
S34153,3.80,67.70,71.30,Yes
S34154,18.90,79.00,61.30,No
S34155,15.10,72.80,73.80,Yes
S34156,8.50,109.00,62.30,No
S34157,7.40,56.30,79.30,No
S34158,,85.10,63.40,No
S34159,7.60,35.00,52.00,Yes
S34160,21.10,82.50,78.30,No
S34161,8.10,92.40,,No
S34162,4.70,103.80,53.10,Yes
S34163,17.90,63.20,76.10,Yes
S34164,7.20,60.80,48.50,No
S34165,13.90,95.50,36.60,Yes
S34166,,98.90,77.10,No
S34167,9.70,70.50,72.10,No
S34168,5.10,35.80,68.10,No
S34169,9.80,53.80,66.20,No
S34170,4.20,73.20,78.50,Yes
S34171,9.90,46.60,54.30,Yes
S34172,13.90,89.60,87.60,No
S34173,18.60,59.50,75.40,Yes
S34174,4.60,73.60,46.80,No
S34175,8.70,96.90,50.40,No
S34176,7.40,82.40,50.50,Yes
S34177,11.40,113.90,73.80,No
S34178,2.40,103.00,70.40,No
S34179,5.40,54.20,55.90,Yes
S34180,1.50,86.90,65.30,No
S34181,2.80,78.10,,No
S34182,6.70,98.70,77.30,Yes
S34183,18.40,85.50,66.20,No
S34184,11.70,65.00,,No
S34185,10.30,84.50,89.90,Yes
S34186,16.70,67.60,74.20,Yes
S34187,11.90,62.10,43.10,No
S34188,12.40,72.80,65.40,Yes
S34189,7.60,80.00,,No
S34190,6.80,101.00,82.00,No
S34191,3.40,65.10,57.90,No
S34192,7.00,36.70,80.40,Yes
S34193,8.60,71.10,60.40,No
S34194,11.70,80.10,54.30,Yes
S34195,9.80,78.60,46.60,Yes
S34196,8.20,69.90,51.50,No
S34197,5.40,94.00,67.30,Yes
S34198,12.00,81.20,64.80,No
S34199,7.50,87.10,57.60,nan
S34200,11.80,38.30,65.30,No
S34201,,71.50,77.10,Yes
S34202,11.70,72.20,96.90,No
S34203,13.70,108.70,62.80,Yes
S34204,13.10,72.90,90.40,Yes
S34205,9.00,61.80,65.90,No
S34206,14.60,60.60,55.00,Yes
S34207,3.60,94.60,87.10,No
S34208,9.60,63.40,55.10,nan
S34209,9.00,57.90,63.10,Yes
S34210,15.20,93.30,59.00,No
S34211,-0.10,82.80,108.80,Yes
S34212,4.70,70.30,55.60,Yes
S34213,18.70,48.40,51.50,Yes
S34214,-2.20,,86.70,Yes
S34215,14.10,91.50,58.90,No
S34216,6.50,55.90,44.00,No
S34217,11.30,82.30,79.80,No
S34218,17.10,73.00,49.90,Yes
S34219,11.50,57.30,59.90,No
S34220,17.20,66.10,76.10,No
S34221,7.50,74.10,69.50,Yes
S34222,8.20,48.60,53.80,No
S34223,13.90,86.40,62.60,No
S34224,7.80,60.80,52.10,Yes
S34225,13.00,61.60,82.70,No
S34226,15.90,85.10,69.90,Yes
S34227,14.30,65.90,34.20,No
S34228,2.10,70.70,29.10,Yes
S34229,8.30,72.90,73.70,Yes
S34230,-1.00,,66.40,nan
S34231,8.80,64.60,77.60,Yes
S34232,10.40,74.60,45.20,No
S34233,11.50,74.70,64.20,No
S34234,7.40,85.50,73.00,No
S34235,9.00,86.40,47.20,No
S34236,4.10,99.40,49.90,nan
S34237,7.60,,58.80,No
S34238,2.40,93.30,96.80,Yes
S34239,10.60,68.20,57.70,Yes
S34240,9.00,88.20,75.20,Yes
S34241,5.40,81.80,79.40,No
S34242,18.90,63.50,59.40,No
S34243,8.80,105.40,68.00,No
S34244,11.40,90.20,35.20,No
S34245,6.80,83.40,93.90,No
S34246,7.90,118.80,66.20,Yes
S34247,11.60,55.50,62.50,Yes
S34248,8.30,,44.30,nan
S34249,10.00,86.20,55.30,Yes
S34250,14.00,53.70,101.80,No
S34251,7.40,61.70,62.20,Yes
S34252,3.30,94.90,55.60,Yes
S34253,2.40,65.10,56.70,Yes
S34254,17.20,92.40,21.30,No
S34255,14.70,62.40,64.10,Yes
S34256,13.30,115.40,70.70,nan
S34257,7.80,28.10,51.30,No
S34258,3.30,95.20,69.00,Yes
S34259,,80.00,69.00,Yes
S34260,9.50,,13.00,No
S34261,4.30,70.50,68.50,Yes
S34262,2.70,36.50,72.80,No
S34263,1.30,82.00,50.60,Yes
S34264,13.30,63.10,,No
S34265,4.00,36.00,47.40,No
S34266,11.50,78.30,67.30,No
S34267,8.00,77.90,67.20,Yes
S34268,12.90,117.10,80.00,No
S34269,11.70,91.60,73.40,No
S34270,8.80,27.30,60.90,Yes
S34271,10.70,64.40,105.10,No
S34272,9.40,97.10,86.70,Yes
S34273,6.90,42.50,50.50,Yes
S34274,14.90,59.60,61.00,No
S34275,7.90,75.00,62.90,Yes
S34276,9.60,64.40,42.50,Yes
S34277,2.90,106.80,51.20,Yes
S34278,11.40,78.70,74.90,No
S34279,6.90,75.70,66.10,Yes
S34280,7.60,56.70,46.80,No
S34281,5.80,53.00,62.30,Yes
S34282,9.40,77.10,49.30,No
S34283,0.00,73.40,56.80,Yes
S34284,13.40,50.70,107.80,No
S34285,9.80,79.70,68.70,No
S34286,7.70,76.10,76.80,Yes
S34287,2.30,68.80,79.90,Yes
S34288,12.20,98.90,68.20,Yes
S34289,6.80,74.80,67.70,No
S34290,16.50,70.20,74.70,No
S34291,12.40,97.60,66.30,No
S34292,17.70,72.00,68.70,Yes
S34293,10.70,67.00,63.50,No
S34294,15.40,51.60,57.70,Yes
S34295,12.30,76.20,39.90,Yes
S34296,7.70,93.60,51.00,Yes
S34297,10.90,66.70,60.00,No
S34298,5.80,48.40,61.80,No
S34299,20.30,,83.10,Yes
S34300,9.50,96.00,68.90,Yes
S34301,10.10,86.70,70.10,Yes
S34302,11.90,76.90,,Yes
S34303,4.60,83.40,61.90,Yes
S34304,16.60,,50.10,Yes
S34305,,63.40,91.40,No
S34306,3.70,88.50,50.90,Yes
S34307,9.20,81.80,200.00,Yes
S34308,3.60,93.10,105.90,Yes
S34309,17.80,105.70,71.80,nan
S34310,8.80,50.30,16.80,No
S34311,-6.10,84.70,80.80,Yes
S34312,11.00,69.80,,nan
S34313,12.80,66.10,42.10,Yes
S34314,7.90,124.40,66.80,No
S34315,3.20,43.60,75.00,No
S34316,9.50,71.40,45.80,Yes
S34317,7.60,70.30,71.80,No
S34318,5.10,76.00,,Yes
S34319,4.70,35.60,84.80,Yes
S34320,10.80,55.40,65.50,Yes
S34321,14.50,76.00,71.80,Yes
S34322,12.30,47.10,41.40,Yes
S34323,1.40,94.10,71.30,Yes
S34324,13.10,86.60,69.90,Yes
S34325,13.90,43.30,,Yes
S34326,17.00,70.40,73.30,No
S34327,5.30,82.50,80.50,Yes
S34328,9.70,47.50,55.90,No
S34329,12.80,43.50,59.60,Yes
S34330,7.40,55.80,98.70,Yes
S34331,12.80,128.70,38.60,No
S34332,9.90,96.90,82.60,No
S34333,5.80,62.80,102.20,Yes
S34334,6.20,48.40,41.90,Yes
S34335,16.20,58.50,88.50,No
S34336,5.00,105.40,77.20,No
S34337,4.20,115.70,80.10,Yes
S34338,11.70,58.80,68.80,Yes
S34339,9.80,81.20,55.70,Yes
S34340,3.40,69.80,52.00,Yes
S34341,7.40,100.40,60.60,No
S34342,5.90,53.10,82.20,No
S34343,6.80,94.60,88.60,Yes
S34344,22.60,48.20,,Yes
S34345,8.50,94.00,,No
S34346,5.60,58.00,49.90,nan
S34347,20.10,68.70,64.60,nan
S34348,14.40,62.10,93.40,No
S34349,13.60,114.20,64.70,No
S34350,5.80,94.90,,Yes
S34351,16.00,66.80,88.80,No
S34352,14.10,58.50,45.60,No
S34353,10.70,101.30,56.70,nan
S34354,,7.00,47.30,No
S34355,9.90,84.60,86.70,No
S34356,18.60,55.80,73.10,No
S34357,11.10,120.10,79.80,No
S34358,,129.60,50.30,Yes
S34359,8.90,75.60,85.00,No
S34360,9.20,67.70,21.50,Yes
S34361,6.00,76.40,45.80,Yes
S34362,9.80,62.60,67.50,Yes
S34363,17.20,59.10,78.60,No
S34364,16.60,,54.80,No
S34365,6.20,87.50,35.40,No
S34366,16.40,77.70,51.50,Yes
S34367,13.80,80.80,48.20,Yes
S34368,13.20,62.30,106.90,Yes
S34369,12.20,56.30,75.30,No
S34370,5.30,56.10,49.70,No
S34371,8.00,90.40,41.40,No
S34372,14.20,76.60,52.70,Yes
S34373,4.00,79.00,67.40,No
S34374,4.80,81.80,57.80,Yes
S34375,11.50,73.80,97.30,Yes
S34376,6.10,77.20,53.80,No
S34377,14.10,100.90,74.30,No
S34378,6.20,90.50,54.40,Yes
S34379,11.20,71.60,77.50,Yes
S34380,,65.60,58.40,Yes
S34381,7.60,95.50,80.70,No
S34382,8.80,81.70,71.40,No
S34383,6.60,68.80,92.20,No
S34384,,49.20,68.20,Yes
S34385,5.20,108.90,73.40,No
S34386,8.90,52.50,46.00,Yes
S34387,13.70,80.70,,Yes
S34388,4.30,111.50,75.30,No
S34389,7.60,68.20,63.00,Yes
S34390,12.60,74.10,76.50,Yes
S34391,-0.40,92.10,57.40,No
S34392,19.30,,68.80,No
S34393,15.20,41.60,53.60,Yes
S34394,,67.90,72.10,Yes
S34395,-0.50,76.60,51.10,nan
S34396,10.10,76.40,66.80,Yes
S34397,4.40,103.30,200.00,Yes
S34398,14.80,56.10,84.10,No
S34399,,72.10,54.30,Yes
S34400,,105.10,56.20,Yes
S34401,7.10,,60.80,No
S34402,18.00,114.70,78.70,Yes
S34403,13.80,70.30,64.40,Yes
S34404,13.00,61.10,62.40,Yes
S34405,16.00,74.20,59.70,Yes
S34406,4.90,80.20,68.50,No
S34407,16.40,66.80,56.00,Yes
S34408,8.70,83.00,53.00,No
S34409,11.70,72.00,62.10,No
S34410,9.20,100.40,56.20,No
S34411,0.60,85.20,57.90,Yes
S34412,14.80,75.20,33.50,No
S34413,0.90,,84.70,No
S34414,5.20,91.10,,No
S34415,7.70,75.60,64.80,Yes
S34416,0.20,66.00,52.80,No
S34417,4.50,60.50,58.10,No
S34418,11.20,89.00,48.00,Yes
S34419,8.30,65.60,51.80,No
S34420,8.70,69.00,61.30,No
S34421,5.40,86.10,66.90,Yes
S34422,10.20,96.40,72.30,nan
S34423,8.40,86.90,77.00,Yes
S34424,1.80,92.10,83.00,Yes
S34425,9.00,89.20,74.50,No
S34426,3.80,75.20,63.90,Yes
S34427,14.50,82.90,71.50,Yes
S34428,8.00,111.50,62.60,Yes
S34429,22.60,71.10,50.80,No
S34430,14.80,53.20,95.80,Yes
S34431,9.30,24.50,79.20,No
S34432,12.90,113.70,72.50,Yes
S34433,-0.40,114.60,67.80,Yes
S34434,14.80,,75.20,No
S34435,5.90,100.70,69.50,Yes
S34436,10.40,,66.80,Yes
S34437,6.40,87.80,,No
S34438,6.90,85.10,65.60,Yes
S34439,9.10,60.10,83.70,Yes
S34440,10.40,77.60,67.20,Yes
S34441,9.90,82.00,43.10,Yes
S34442,10.00,76.40,72.20,No
S34443,1.90,73.90,56.10,No
S34444,21.70,101.00,50.00,No
S34445,11.20,95.30,55.30,No
S34446,12.20,92.50,,Yes
S34447,8.30,93.60,76.60,No
S34448,5.60,79.60,71.30,No
S34449,10.80,98.30,68.60,Yes
S34450,11.40,51.00,47.10,Yes
S34451,16.50,76.40,72.60,No
S34452,20.40,89.20,,No
S34453,17.40,85.90,67.80,Yes
S34454,1.20,82.50,56.30,Yes
S34455,7.70,93.50,48.00,No
S34456,11.70,,53.80,No
S34457,8.00,53.70,91.20,No
S34458,9.80,81.00,58.20,No
S34459,-0.70,60.60,40.60,Yes
S34460,14.60,96.40,69.80,No
S34461,0.60,89.50,58.20,Yes
S34462,2.10,55.60,49.90,No
S34463,4.90,74.90,74.50,No
S34464,9.50,45.00,59.90,No
S34465,1.90,94.00,67.80,Yes
S34466,4.70,64.30,66.40,Yes
S34467,,52.40,87.20,No
S34468,9.40,68.10,71.60,Yes
S34469,12.20,86.70,,No
S34470,3.80,80.70,50.30,No
S34471,9.70,65.20,40.60,No
S34472,9.30,72.90,103.90,No
S34473,6.00,69.20,76.00,Yes
S34474,9.70,56.30,49.10,No
S34475,0.50,37.70,82.00,No
S34476,12.20,74.90,65.80,No
S34477,8.00,86.70,60.40,Yes
S34478,,74.70,55.10,No
S34479,14.30,116.00,69.00,Yes
S34480,12.20,63.10,85.00,nan
S34481,8.40,74.20,80.70,No
S34482,4.40,84.70,97.30,Yes
S34483,,83.80,61.90,Yes
S34484,3.30,69.90,65.60,No
S34485,13.10,73.90,79.30,No
S34486,2.00,73.30,75.10,No
S34487,14.60,88.70,98.60,nan
S34488,15.10,61.10,99.10,No
S34489,0.40,26.30,60.30,No
S34490,12.20,68.10,34.70,No
S34491,11.80,108.80,23.60,No
S34492,13.50,91.00,71.60,No
S34493,11.80,43.60,59.20,Yes
S34494,5.20,88.50,76.10,No
S34495,8.90,79.20,56.30,Yes
S34496,18.30,67.50,89.80,No
S34497,-1.00,53.40,46.00,No
S34498,11.60,58.70,57.20,Yes
S34499,15.80,63.80,57.30,No
S34500,5.00,111.70,73.00,No
S34501,2.90,87.80,57.70,Yes
S34502,3.70,60.80,59.00,Yes
S34503,12.00,64.20,83.20,No
S34504,,74.30,81.40,Yes
S34505,9.30,66.30,70.20,No
S34506,,75.30,49.10,nan
S34507,9.70,72.10,71.20,No
S34508,6.10,76.90,77.40,Yes
S34509,10.60,35.00,63.20,No
S34510,9.70,91.00,53.30,No
S34511,12.30,63.80,57.20,Yes
S34512,18.10,93.10,69.10,Yes
S34513,12.00,118.90,85.60,Yes
S34514,20.20,45.90,51.50,Yes
S34515,12.30,77.00,71.40,No
S34516,6.20,66.60,80.60,Yes
S34517,21.40,82.90,71.80,Yes
S34518,,32.90,79.90,Yes
S34519,4.70,67.80,56.90,Yes
S34520,21.60,58.60,62.20,No
S34521,6.30,107.50,44.40,No
S34522,6.10,112.20,,No
S34523,7.20,69.30,52.70,No
S34524,10.80,52.10,50.20,Yes
S34525,14.70,58.20,74.60,Yes
S34526,-3.20,75.80,40.00,Yes
S34527,14.60,47.00,45.80,No
S34528,7.20,85.40,76.90,No
S34529,7.90,71.10,61.20,No
S34530,18.60,82.10,48.80,Yes
S34531,11.10,82.90,72.20,Yes
S34532,12.20,102.60,61.50,No
S34533,9.80,87.70,68.90,No
S34534,13.80,80.90,68.00,Yes
S34535,18.10,80.00,61.30,No
S34536,-2.40,35.40,52.50,No
S34537,,78.60,,No
S34538,17.70,87.20,69.80,Yes
S34539,12.50,72.60,,Yes
S34540,6.60,108.30,69.70,Yes
S34541,,45.30,60.00,No
S34542,21.80,60.20,70.10,No
S34543,5.50,62.30,43.00,No
S34544,,75.20,71.00,No
S34545,,,77.10,Yes
S34546,,50.20,18.70,No
S34547,8.40,67.90,80.80,nan
S34548,2.00,95.30,88.40,Yes
S34549,10.00,,72.10,nan
S34550,,61.10,32.70,Yes
S34551,23.40,67.50,66.70,Yes
S34552,13.10,59.40,53.10,Yes
S34553,13.90,49.80,65.80,Yes
S34554,13.90,83.50,70.80,Yes
S34555,6.50,49.40,75.00,Yes
S34556,9.30,88.30,68.40,No
S34557,10.60,111.40,61.10,No
S34558,19.70,82.50,86.50,No
S34559,4.20,87.50,52.20,Yes
S34560,6.40,86.90,45.80,Yes
S34561,8.20,65.20,60.90,No
S34562,6.60,82.40,59.70,Yes
S34563,2.70,81.20,52.50,No
S34564,-3.50,62.50,73.20,No
S34565,0.90,24.70,57.20,No
S34566,15.50,54.00,75.50,Yes
S34567,10.00,56.20,40.40,No
S34568,14.20,85.00,53.60,Yes
S34569,7.10,45.40,80.30,No
S34570,,112.40,56.50,No
S34571,18.10,107.60,53.60,Yes
S34572,17.80,96.00,87.30,No
S34573,14.70,64.80,85.90,No
S34574,11.00,33.40,47.80,Yes
S34575,12.60,91.60,61.60,Yes
S34576,11.90,60.00,66.40,No
S34577,9.20,90.80,71.00,Yes
S34578,8.00,87.00,44.10,No
S34579,15.60,66.20,45.70,Yes
S34580,3.50,50.60,70.60,nan
S34581,17.40,78.70,79.20,Yes
S34582,,,58.90,Yes
S34583,3.40,80.60,57.50,Yes
S34584,7.30,84.40,67.10,No
S34585,5.60,61.80,67.00,No
S34586,,44.90,68.10,nan
S34587,7.00,107.60,100.50,No
S34588,6.80,64.30,51.50,No
S34589,8.50,,51.80,No
S34590,9.70,96.80,58.60,Yes
S34591,13.80,63.60,,No
S34592,8.80,59.80,54.70,Yes
S34593,11.60,115.20,57.70,Yes
S34594,,60.30,48.80,No
S34595,12.70,99.30,51.00,No
S34596,10.20,78.10,42.90,Yes
S34597,6.80,77.60,72.30,Yes
S34598,5.40,64.90,56.50,No
S34599,11.10,71.00,76.70,Yes
S34600,16.40,110.70,73.60,No
S34601,8.90,92.10,93.30,nan
S34602,6.50,47.70,63.20,No
S34603,8.70,55.20,68.80,No
S34604,7.20,82.70,49.50,Yes
S34605,6.70,87.80,62.20,Yes
S34606,2.80,90.30,71.20,Yes
S34607,8.80,73.50,45.20,Yes
S34608,11.20,58.00,73.00,Yes
S34609,4.60,58.80,67.50,No
S34610,5.60,29.00,,No
S34611,5.30,107.70,67.10,No
S34612,3.10,22.40,,No
S34613,5.20,70.20,68.90,Yes
S34614,9.00,39.60,79.60,No
S34615,3.30,63.30,86.00,nan
S34616,9.30,86.50,57.10,Yes
S34617,6.50,29.30,69.50,No
S34618,5.40,82.10,,Yes
S34619,11.90,92.40,101.30,No
S34620,6.80,66.70,77.20,No
S34621,7.60,129.80,51.40,Yes
S34622,16.50,30.10,87.40,Yes
S34623,5.40,40.70,40.80,Yes
S34624,17.80,68.90,52.10,Yes
S34625,8.30,69.30,55.90,No
S34626,4.30,,61.60,No
S34627,7.20,93.60,74.10,Yes
S34628,10.30,49.90,51.70,Yes
S34629,16.30,47.80,58.10,Yes
S34630,14.00,61.10,62.70,No
S34631,10.30,95.60,74.80,No
S34632,16.30,91.20,59.80,Yes
S34633,0.60,73.60,69.00,Yes
S34634,11.20,64.80,71.20,Yes
S34635,11.50,71.90,72.20,Yes
S34636,11.60,82.20,25.80,Yes
S34637,1.90,77.00,69.10,Yes
S34638,4.90,46.80,38.60,Yes
S34639,9.20,45.40,64.70,No
S34640,15.60,69.80,,No
S34641,19.60,89.50,74.70,Yes
S34642,6.70,53.80,36.20,Yes
S34643,3.50,83.10,48.30,No
S34644,14.10,39.20,58.50,No
S34645,23.10,76.40,59.20,Yes
S34646,15.50,59.40,68.90,No
S34647,6.30,33.20,47.20,Yes
S34648,24.30,64.10,68.40,Yes
S34649,13.40,49.70,63.00,No
S34650,6.00,69.50,86.20,Yes
S34651,19.70,83.30,48.80,Yes
S34652,5.70,84.10,78.10,No
S34653,6.90,35.50,61.50,Yes
S34654,13.60,86.50,55.20,No
S34655,9.90,83.30,87.80,Yes
S34656,10.20,66.50,,Yes
S34657,10.20,49.60,70.90,Yes
S34658,15.60,66.80,61.70,No
S34659,,107.20,61.60,No
S34660,11.40,86.90,74.00,No
S34661,8.50,94.50,76.10,Yes
S34662,6.20,55.20,53.70,Yes
S34663,6.20,64.30,54.80,Yes
S34664,-3.20,49.10,13.80,Yes
S34665,6.00,61.70,59.90,Yes
S34666,16.50,102.20,85.90,Yes
S34667,14.20,66.00,88.20,Yes
S34668,9.00,61.20,65.00,No
S34669,2.90,79.80,88.20,No
S34670,14.10,63.50,82.30,Yes
S34671,16.50,76.90,74.70,Yes
S34672,15.20,63.60,45.80,No
S34673,5.20,78.80,61.00,No
S34674,5.70,67.40,50.30,No
S34675,18.30,52.60,49.00,No
S34676,4.00,96.10,69.90,Yes
S34677,12.40,111.40,73.90,No
S34678,1.10,85.00,31.90,No
S34679,8.50,45.00,58.10,Yes
S34680,12.90,70.40,49.10,No
S34681,9.90,79.90,65.20,Yes
S34682,12.60,41.30,54.00,No
S34683,3.90,64.30,69.40,No
S34684,5.90,46.90,82.70,Yes
S34685,12.40,54.40,66.00,Yes
S34686,13.50,81.80,76.80,Yes
S34687,11.10,74.00,84.60,No
S34688,14.70,53.10,67.20,Yes
S34689,1.70,73.70,44.70,nan
S34690,,67.80,47.10,Yes
S34691,19.10,92.70,63.30,No
S34692,16.40,33.50,92.20,No
S34693,13.20,60.20,37.80,No
S34694,9.20,105.30,71.40,Yes
S34695,15.20,51.70,68.60,No
S34696,12.10,53.40,73.60,No
S34697,2.40,64.60,63.30,Yes
S34698,15.00,100.40,65.10,No
S34699,5.70,83.00,64.40,Yes
S34700,13.80,53.80,49.00,nan
S34701,1.90,73.30,32.90,nan
S34702,18.00,68.00,95.00,No
S34703,8.60,84.00,61.20,No
S34704,4.50,74.20,48.70,Yes
S34705,6.60,78.90,81.40,Yes
S34706,8.30,68.60,57.60,No
S34707,10.00,101.40,69.10,No
S34708,16.60,74.10,72.10,No
S34709,10.40,62.50,54.60,No
S34710,-0.90,96.20,74.40,Yes
S34711,3.90,86.80,61.30,Yes
S34712,23.80,56.80,78.90,No
S34713,10.70,-3.80,80.90,Yes
S34714,14.80,85.80,75.90,nan
S34715,8.50,66.30,24.60,No
S34716,5.00,75.80,70.50,Yes
S34717,7.60,98.60,80.50,No
S34718,10.60,55.90,61.60,Yes
S34719,7.70,52.50,41.40,No
S34720,19.60,47.10,61.90,Yes
S34721,6.90,119.10,48.30,No
S34722,4.70,98.80,65.30,nan
S34723,14.00,88.40,58.90,Yes
S34724,14.70,36.50,69.40,Yes
S34725,10.10,46.50,24.30,No
S34726,7.00,89.10,83.80,No
S34727,0.50,83.00,75.50,Yes
S34728,16.10,69.60,47.50,Yes
S34729,14.30,48.00,67.30,Yes
S34730,7.80,96.10,77.70,No
S34731,10.30,110.80,56.10,Yes
S34732,8.90,83.80,63.30,Yes
S34733,18.10,59.90,35.60,No
S34734,4.80,105.50,33.30,Yes
S34735,6.90,78.40,45.60,No
S34736,6.40,107.60,56.50,Yes
S34737,11.60,67.80,89.40,Yes
S34738,10.30,116.20,64.30,No
S34739,,66.00,33.50,No
S34740,5.60,61.80,67.20,Yes
S34741,17.40,91.60,70.80,No
S34742,7.70,,52.70,Yes
S34743,15.90,82.70,65.20,No
S34744,25.70,54.60,81.80,Yes
S34745,5.60,55.00,59.60,Yes
S34746,11.70,67.40,57.70,Yes
S34747,9.30,82.20,54.20,Yes
S34748,20.20,59.40,71.20,No
S34749,8.60,,57.50,Yes
S34750,11.20,72.90,65.10,Yes
S34751,11.10,109.10,51.70,Yes
S34752,9.50,54.00,56.60,Yes
S34753,13.80,81.80,93.70,nan
S34754,10.50,84.20,53.00,Yes
S34755,12.40,80.40,87.40,Yes
S34756,11.10,74.00,48.40,Yes
S34757,7.00,91.90,88.80,Yes
S34758,8.70,50.30,62.80,Yes
S34759,12.80,80.70,70.40,Yes
S34760,12.80,55.30,51.00,Yes
S34761,16.20,63.40,68.90,No
S34762,19.30,80.40,70.50,Yes
S34763,7.40,94.00,65.10,No
S34764,10.70,47.50,43.70,Yes
S34765,9.00,108.00,51.90,No
S34766,4.50,95.00,46.00,Yes
S34767,12.80,75.90,64.20,No
S34768,13.90,53.60,50.20,Yes
S34769,4.60,105.60,47.00,Yes
S34770,8.10,84.20,,Yes
S34771,7.60,84.20,51.50,Yes
S34772,2.50,61.40,102.90,No
S34773,9.80,78.90,71.20,Yes
S34774,4.30,62.50,66.00,Yes
S34775,10.80,99.30,68.90,Yes
S34776,11.30,99.80,34.10,No
